Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
125,11,5,8381,359,770,6693,49218,2622,30,18,294,3,8151,324.3686879915419,3.517280399126742,0.4264438057143032,793,8,0.7033409545189324,65.723634142003,92.90068287841635,18.170480610010248,87.91703981961905,5662,0
126,4,10,3547,263,508,6788,36359,2905,45,55,152,9,5392,138.41719358131337,1.1541694565185932,0.6061935374241404,814,6,0.20247856414138,28.070756190464326,67.11908830045942,8.827351206395793,163.56043779813555,1159,0
127,13,4,4289,127,763,1201,35816,3921,18,5,329,9,6745,163.14356848435855,4.969383026792159,0.5577647590980618,341,1,0.6682594372081745,2.9772569198764187,63.33298291941006,14.927453495847075,156.33030938636898,1744,0
128,7,9,5361,207,474,7160,19378,1471,14,28,202,7,5503,128.10746486814787,7.707831177074925,0.6513361058002055,673,7,0.18247633109922934,41.54158412170651,99.24329701724213,18.605086399701122,52.36572020965946,5365,0
129,19,6,959,346,700,1517,12881,2079,36,16,236,2,3530,481.0258870018264,2.2943084147138357,0.15407573247308348,803,1,0.6134574266312571,43.41095597009973,95.55678850650418,18.151514079265326,127.07402550533148,1911,0
130,2,2,8389,374,958,8737,24675,3672,36,37,479,7,2095,434.57785841832595,2.7679514963202974,0.6465350987807326,541,3,0.41195967989579885,46.77069592190941,51.44963724994899,1.1390573459136233,56.25670797667954,2293,0
131,10,1,830,60,983,2988,15586,3060,20,54,453,7,6130,153.7226768081844,2.5028783693059733,0.18265161874377223,658,8,0.6537995093336167,70.51193412253255,88.5364307653283,4.114085899531396,197.7669595811466,267,1
132,13,5,5960,254,740,4802,36006,4511,19,61,61,5,3991,197.4048322649567,9.917563223033614,0.750523980696749,992,9,0.9950527524792473,30.95349653333167,55.516738691260144,9.538108510645502,190.9035368448654,7542,0
133,6,9,11680,412,91,6808,33831,2041,45,37,293,9,7245,144.45177903724874,2.054296963932371,0.33908761326268,880,3,0.937816965232562,31.59652325908187,51.37425974146855,8.631085799062145,117.02029689891789,4282,0
134,12,6,8104,435,613,8162,46113,3741,44,38,207,3,8598,271.3441817573707,5.797650147964627,0.7098954333814536,38,1,0.004281757836103628,6.1491703985019335,63.684775798317446,12.81783329674414,142.79148865988716,8445,0
135,12,10,5464,44,956,7241,27459,4020,7,41,23,4,9654,58.82473961341412,9.260119952403947,0.04786559890610709,552,1,0.8854387643623057,68.71343947763036,63.46729395305522,18.894181016508245,162.27177261964255,2644,0
136,11,12,13231,311,696,9399,43443,3160,44,6,394,1,2202,352.1156040035581,1.5542760318900146,0.4078600255909134,28,7,0.06649079517476653,56.82582653081844,90.96593811734823,2.2480942255589764,146.98969980853173,3968,0
137,7,7,7180,419,760,6633,41595,1228,4,45,291,6,3130,285.4211674179387,9.711456558890232,0.7050345222633327,157,5,0.9530465861598449,35.00756875810943,85.53336229714176,9.03717330268481,142.96745130565995,8606,0
138,1,5,11080,78,781,6755,16877,1170,34,59,194,4,8624,454.3875177354965,9.480024620516684,0.22687051633149413,480,1,0.2818256790996847,70.54837899384373,99.0804713666007,3.8482207577427863,192.12526151041033,6050,0
139,1,10,4084,358,912,7309,15922,1294,2,62,349,1,8207,123.97670794778637,8.8572626718768,0.7952870447972226,500,6,0.38203483041127095,53.78203914776503,85.57564501559092,17.88215196795895,123.32666019838382,9014,0
140,13,6,15180,329,374,5117,15686,1188,5,9,54,2,342,411.84916072750923,2.2241095611670225,0.630779733104932,292,6,0.09163820517572785,46.97757009246692,70.9127776628024,19.291603716033055,130.89750764562058,2409,0
141,9,5,3486,430,172,9345,43766,1425,10,58,308,3,1984,406.3824565100221,6.377145054508735,0.5875617721497983,871,4,0.1122727583289096,51.18132191174654,84.94638304726084,9.574033637807002,171.36106258325444,6730,0
142,3,11,744,477,57,2518,25407,1976,32,51,193,9,8115,107.23153514759912,7.632825582316277,0.3535488542043371,862,7,0.7267405652293196,63.67117771417895,99.9729533593201,2.080205954562815,137.2792648930973,6786,1
143,7,9,7370,58,520,7163,43006,2102,42,52,177,8,9724,229.35165086485742,9.861676489144655,0.4824514703811176,821,7,0.9443322357482916,66.03426019700248,85.5070941281264,15.705893334453464,149.25719818332928,2123,0
144,6,15,9795,414,338,3600,42422,3705,41,22,346,7,6847,126.5686885150326,1.8861958386055673,0.5973493009778531,684,9,0.6107484949543095,28.966886132157647,88.08406779901591,13.94282700984798,54.49205037736206,449,0
145,8,6,12129,83,849,3195,23205,1918,13,6,389,4,8594,164.624225205897,7.6836564052410345,0.47246211391489046,122,1,0.715850015526811,14.160262002776209,96.91825075951297,7.093416532206209,80.54071558186347,9115,0
146,9,11,15996,201,125,4554,32054,4253,39,21,119,1,4430,168.46077867374495,3.4541315822784187,0.6983133239405601,464,5,0.7619697445971535,15.747754700932823,55.68256306558417,17.74814947937927,37.98725568525967,8729,0
147,5,8,3429,270,950,3849,34527,1498,5,42,176,8,7963,300.30637731159777,1.8387020091232231,0.43369693310695956,671,3,0.2628142745529417,63.97514950170987,85.23921467238634,19.516637795654145,106.09543404361304,8460,0
148,1,2,13037,365,858,2742,29443,2821,10,12,302,4,3209,235.13491929220947,4.271631718017164,0.20227318174203035,339,7,0.045229630920214925,87.30004124813588,92.54029789837244,11.157076982603908,96.5882061292468,8053,0
149,19,12,1923,79,346,2306,27524,3809,10,55,138,3,2286,476.4797618028374,7.958975530271302,0.21393378280104725,264,4,0.0018727439191685846,41.00867820672063,97.71893001104465,11.314558226885847,199.4609347130968,3401,0
150,10,13,10085,99,890,4849,39202,1865,38,15,69,9,1650,106.86656387615231,4.702013056670116,0.005803768842941093,608,4,0.35064928295401865,17.035064016913292,60.54846448558497,5.950270102275557,126.12964403495307,4218,0
151,12,9,4370,269,746,8519,11016,1825,27,8,443,4,746,488.16146068258945,5.42147869201018,0.30095771555867246,408,1,0.2414642281992161,75.68458957955608,75.1964503862122,11.690120719666284,159.42451640694043,6919,0
152,15,5,16069,135,873,5195,27848,4779,21,6,49,4,6244,153.7873880964188,9.9520781609812,0.7489176404785196,871,1,0.062317725049185646,83.26569849450291,84.02774238222409,8.792846410496931,73.46278744395431,2869,0
153,9,7,3809,240,849,6178,31855,2858,8,14,257,9,4756,397.7932713718339,4.051182065618518,0.7941627088376095,619,2,0.17952829249366675,88.07018606778456,62.37338647506687,6.043820538561038,167.99361295513134,4599,0
154,17,10,8017,304,156,3555,29211,3118,1,60,470,2,9004,202.53646677776962,6.192467471621474,0.20246754209575002,918,2,0.1244988982679478,60.72245974848195,80.02364316251371,1.3437039304780263,126.86614363265984,2280,1
155,17,13,14988,428,584,3305,36095,3295,28,33,393,5,637,114.38662793779126,3.7159175959921815,0.9590439968714077,517,1,0.9148783806173704,86.08678308286966,62.87893912489997,5.054157194182498,142.4285430037033,3445,0
156,12,1,1256,138,815,8619,49724,1145,49,7,128,4,6672,436.050133360808,3.9885778986541793,0.5024027934801267,653,8,0.14026721345916893,1.6399543489959272,66.67285102658236,3.9570929935532884,65.94184781039633,2765,0
157,7,10,15894,289,332,3642,48583,2641,39,8,333,9,334,188.98740465640844,6.98684345910954,0.9169787490185026,475,6,0.5376484639876792,10.8128565967754,72.07593482554326,10.840839691078978,114.24129442215965,8523,0
158,2,5,9298,322,452,7409,13843,4846,14,4,38,5,9796,346.484931902079,9.385081063339346,0.7067652818616311,833,6,0.5931059551121646,9.348349098504666,76.45950493732835,12.033400435271878,130.46702494858565,9350,0
159,3,12,1644,109,846,5757,40301,2319,21,30,61,9,6639,304.899658288982,5.4693536098739814,0.7224334230224131,416,9,0.5434894577086338,71.28920795704782,72.46829358125753,12.17143448612033,121.9279884051504,2642,0
160,17,14,5706,335,22,3994,37460,3629,30,31,327,9,1474,262.29033922589343,7.707159296592921,0.08504362130607113,618,5,0.09905643421598798,7.051220176003545,74.65977598939645,7.7636200209135815,183.88680517066763,9425,0
161,5,10,3968,306,952,9751,42918,1469,21,32,150,2,2009,273.11876269184256,0.9831449322879419,0.21999112689693068,107,4,0.3187983617505512,49.68680080938408,64.92943781441463,8.424594673709919,180.67180625358517,5540,0
162,17,14,1623,191,503,2271,39747,4577,49,21,133,9,9207,379.5070613415294,2.190464570576077,0.008814833294472635,299,6,0.05127033246315327,47.32341917376529,57.94825470113153,16.6847685928128,194.4869709966054,8248,0
163,17,2,8445,183,710,2813,26972,1192,9,15,488,3,7318,89.49781135554827,5.071103245103371,0.7161276404767375,877,8,0.395669914096316,31.139282003468274,52.367498866341975,9.524656270343248,136.811321141328,7210,0
164,17,12,9269,325,296,9801,39310,2091,17,16,204,4,180,350.68129788105733,0.29811606392487044,0.34443828842851,748,1,0.188598931271592,87.05347647721577,59.798936124583385,19.755466642742448,194.66368472388007,3980,0
165,2,6,710,373,729,3461,33927,3541,5,44,146,1,2183,453.1154456293604,2.6032642897493323,0.7866525160763468,666,7,0.5616325332843798,17.1262768678116,79.09718207528915,8.792344600177298,168.17082000606268,2837,0
166,2,11,10072,197,123,5120,12094,4888,31,5,437,1,1790,76.00468865893887,5.222272769267165,0.3389362199370263,165,8,0.6928083938491005,35.311032161484064,89.30577239015662,12.99161889235678,61.458106664592265,2531,0
167,5,1,3028,66,489,7124,49892,1051,40,40,227,1,856,113.29400265515002,0.24811586273737707,0.8193337522988611,791,9,0.5321198602047065,77.43973285229062,58.46237987214472,1.007259979867916,91.21277721474644,1487,0
168,1,3,3982,40,31,9475,45172,3929,38,48,433,9,2770,372.4843715159141,2.719008233637813,0.130698253748313,171,8,0.43423669661139574,3.139189207889096,55.427767888632424,13.066798488376216,55.29456401591186,9729,0
169,1,5,7488,93,358,5396,34324,3410,43,19,128,8,3851,246.7767417100779,5.188905112811108,0.1733731567575082,633,7,0.3873334208566924,67.32774498461222,87.4645180274625,17.028527888300122,10.797460557807389,3465,0
170,19,4,11595,161,735,1816,31674,2820,19,51,59,5,8759,231.59687936615975,5.774177555014332,0.3408765395839365,852,3,0.8416917680970037,81.6581328635209,65.25791652686448,18.849156770665925,45.729263097912636,2539,0
171,2,3,12537,482,692,8304,14982,3964,36,27,143,5,5361,111.63498554490613,9.264941761247524,0.4084873888822733,706,2,0.21936806506527007,93.23355709993291,97.57497196136762,19.94641223279541,10.771511394506376,1416,0
172,12,10,5062,45,844,8331,26790,3521,33,38,379,9,6952,278.04651832300465,6.488921670181018,0.3487028108429784,726,3,0.7342183395288688,87.64203438509934,85.71589853051864,5.643572912984663,146.7693076565931,5304,0
173,6,13,2446,222,575,1082,23205,2869,13,25,173,3,1594,106.94539003836977,4.205884445046938,0.7636470325232199,106,4,0.757482324740119,32.00647327168515,66.33780236215154,11.507401296514336,90.85151656702791,5104,0
174,4,5,9364,423,915,2920,35338,3568,14,39,288,3,5840,264.4792053397432,9.310476653617371,0.0969513926267147,386,4,0.4192000072707345,58.677777718162965,64.47713738968525,9.014359710642948,69.38919814479307,784,0
175,11,11,12434,417,819,8817,23748,2786,33,14,330,7,9311,393.6268845327455,7.870341535539163,0.35121701963848806,576,6,0.29730059922563934,7.821619965731538,76.18491931356544,11.27634961150342,154.7269693080857,6540,0
176,17,8,3131,373,329,3093,32097,2454,29,58,409,9,8155,166.2189610492236,2.0800883190162014,0.8372399995154594,459,7,0.47054148604597523,25.86121335444606,53.95723341391047,3.149059143796933,168.17248717773256,3187,0
177,6,11,15196,115,135,8071,14092,2867,43,61,370,6,1001,266.3537756808773,1.3953393773533158,0.06679707726217199,126,4,0.0932139258926985,9.512815636875988,55.88382563226495,17.12299145191883,195.3069123434772,9967,0
178,5,4,5848,423,286,8967,33692,4369,49,49,355,2,772,496.40718622857605,6.7905351938530565,0.9423435076713574,614,6,0.04593003222908998,31.58721028638099,58.79289406580963,18.191378866891753,131.98258108829583,2213,0
179,2,1,1696,351,985,9367,34862,4506,36,32,417,1,8730,358.9926905093168,5.642843339212139,0.9863168422720129,814,9,0.11160319945189179,87.53120262452703,88.73617966522801,8.993233262258451,97.69050212260983,1057,0
180,6,11,12848,229,213,6285,35860,4767,44,38,60,2,544,428.61054708733934,7.917768776548281,0.08856817382508009,973,6,0.18714503146222616,34.78196728346184,75.69286796345612,5.608597231471537,68.00021730541282,5878,0
181,11,7,9183,400,203,5937,24971,3738,10,51,123,1,9257,236.68142295224558,7.4141699957789955,0.29127252225573697,725,3,0.504176820338043,56.2336204898425,50.528356138722145,2.8166685530602464,52.240459750702996,8179,0
182,16,8,12016,172,690,1369,25616,4269,31,57,234,9,8755,395.53741540663486,6.289594185189399,0.37240066603535615,803,1,0.8491366361611221,43.39474672668259,83.67582637360545,13.675296495556088,50.455930591694234,6128,0
183,16,3,14882,448,673,2818,15933,4199,6,18,458,8,2298,68.22912782359482,9.865183499126033,0.7763913686527261,515,5,0.23564233199968698,45.94576077744366,71.18450893302486,6.244636792414704,87.74598119676176,5800,0
184,1,6,6315,229,556,3101,15926,3579,1,63,333,7,2387,105.31003214401025,5.382538328093045,0.5959268121167338,198,3,0.9351620107467781,96.96024797847217,75.5426182481899,18.190771398267774,198.43940750470665,3194,0
185,9,2,14693,279,705,4490,36763,3007,7,34,330,3,4108,141.38176681402797,1.2197469893670265,0.6443657004925674,485,8,0.9549079089350034,29.68583137955941,60.70581217064678,13.420249496897402,10.162202513106621,2907,0
186,6,7,14553,129,295,2779,14969,2434,27,45,192,8,9204,230.8783660768488,8.299908291678285,0.757509822818506,332,1,0.9589046048452052,62.769714505364824,77.58911141970518,12.913706503484814,47.46912047389015,7682,0
187,16,15,11786,403,66,8674,46733,1839,21,44,243,2,596,430.5851952465934,2.5933482872225193,0.11797899943702572,605,2,0.8375627346763238,42.064260690986764,98.95766198757443,11.188042317964817,45.79466665667903,9112,0
188,3,8,7266,345,743,2364,15319,4136,28,46,206,2,1563,205.8197228545687,7.795291266624791,0.8332094569102624,979,3,0.3638250407977206,6.208503486663853,53.672234550288074,0.9155267885745122,146.25270225113553,987,0
189,4,6,11463,409,312,8294,31323,4765,16,19,486,3,6928,344.5795370819583,9.575360250400509,0.705619804180144,189,3,0.07268391100262306,48.98415007926118,64.19586998322153,18.63844871371174,76.97209824363175,6115,0
190,19,6,16237,191,172,4676,27428,1240,46,13,175,7,4353,369.19143266156755,6.998275588246979,0.5773417251963703,795,8,0.5688187317664949,81.35299857160632,62.14987964304149,12.558749865989201,96.87955287244591,5524,0
191,3,5,7373,488,28,3426,45578,4440,23,52,409,1,593,313.78205933975363,6.000698593403031,0.8897353347830567,190,5,0.5586814439372337,9.965421571300668,62.42746553755898,19.881239667662207,38.238584789281944,4093,0
192,19,8,11337,115,379,9264,31950,1535,20,35,282,8,5165,210.7588856765613,4.657823139182901,0.7003063538838071,968,8,0.8499757671095955,7.052225554891266,68.93531787826886,10.747128095457741,86.94943738662006,3184,0
193,7,1,9409,226,273,9089,29293,2407,38,54,373,7,5530,309.67400377109493,3.7076576733544924,0.2016999626310254,702,6,0.9959910509461052,15.44778888728734,90.90548923720837,14.202217838124263,29.607964262108847,975,0
194,9,10,3245,214,803,3962,17364,4502,25,5,341,4,1526,204.0195167553858,3.594747034621179,0.42974538107566673,804,2,0.5081573065601476,76.46357112779168,95.64293449821938,1.1241911573244434,111.2782246988308,5369,1
195,1,4,12296,79,122,1859,46349,1082,28,27,394,5,9984,87.74318234840544,6.400089786524947,0.4940428669357333,296,4,0.34520403103978425,72.42713887605932,60.11075437294866,12.634723536468218,28.60828942274263,7608,0
196,8,15,9474,53,497,5138,11691,1981,5,26,504,1,1893,496.76179018370647,7.537603857683684,0.055217626750405646,484,9,0.185901711556267,56.54527511372045,77.14749689740563,15.292992231807146,160.1965924228997,4096,0
197,7,4,6484,338,336,3424,41062,4902,21,5,205,4,2823,107.2321041346299,6.817318987895702,0.9546375133600558,627,4,0.004799824817370735,46.87581776885398,81.84494860827402,15.570285897051146,117.654326332693,656,0
198,18,3,12313,310,551,5017,11931,4768,18,41,190,1,758,82.5567727262258,2.064260001816271,0.12857726079687848,650,5,0.5091136924888792,88.84374888879195,76.09137371819224,15.402233044605708,147.55389601696822,5393,0
199,8,3,6727,237,656,9560,42730,1950,47,34,305,1,4861,445.33883714322013,4.990473083420563,0.6974612672267269,271,5,0.5555186667025958,76.6931126009649,71.70381970984597,4.525652545873353,89.51811346400993,9000,0
200,1,4,3119,193,588,9342,25226,4899,6,54,499,1,7730,185.8255974018028,7.9372367146123235,0.5062310360908802,532,8,0.8249384798173974,81.21303090505033,59.59877529296189,19.50796955210452,82.4833457160232,817,0
201,11,11,14017,116,74,2134,24861,1610,29,43,372,7,8841,342.6336383330784,4.8094703740716565,0.025632249884422587,171,6,0.5045769678928006,81.34490390493036,74.41096795996192,19.903642412498776,28.659688919284083,3765,0
202,18,1,10949,93,301,6166,42301,1573,19,29,160,7,8934,198.05257834800477,5.4125704693813885,0.9247474758643617,496,7,0.9164683486660565,64.30744375908124,70.06074138556644,1.5119175032320253,109.5325653381363,6647,0
203,10,14,10395,347,34,6119,33766,3333,33,32,247,4,4450,226.154421857512,7.734246876891139,0.8518368088189332,989,6,0.6280834765714355,45.855660969163,89.77816812511348,18.728928456235145,107.75541132284748,5296,0
204,3,11,15220,259,558,6694,47174,1988,1,6,375,2,307,167.95083740755842,6.646526532024406,0.5242579279038355,968,5,0.8403362382210832,86.48130748330647,88.18021795814977,5.788983886087387,98.93938844542501,2119,0
205,7,13,15836,372,10,7136,28695,4605,45,61,453,3,4290,204.3698026068546,4.152514716735687,0.22894233613944526,190,5,0.1483017348077471,92.60814101856474,56.69993406028354,13.785681635019296,150.69848928966536,8582,0
206,16,11,1433,450,920,6485,14121,1458,3,17,219,8,1983,234.8151802639444,8.964585840822767,0.12162289068009424,734,3,0.8553361303023147,2.478223721508467,54.42595262815338,6.762218414722643,168.17583600614736,2283,0
207,16,2,5016,30,558,5164,29257,4283,42,28,228,8,2986,374.1872310915543,1.7094139797684382,0.3633924794321266,478,7,0.6751438544438484,5.2503318392985046,95.40769716137515,19.35508646746243,152.65003824021653,3979,0
